nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel posada san francisco,,hoteles sin otros servicios integrados,0 a 5 personas,calle,avenida hombres ilustres,calle,calle del sol,calle,la palma,,ninguno,,,,,localidad,san francisco mazapa,,,,mexico                      ,teotihuacan,san francisco mazapa,0051,5583323983,globalfact@yahoo.com.mx,,fijo,2010-07,6265398,721112,3.0,,55830.0,15,92,13,39,19.69013449,-98.83460228
hotel posada san jose,hotel posada san jose,hoteles con otros servicios integrados,0 a 5 personas,calle,plaza virreynal,avenida,insurgentes,prolongacion,adolfo lopez mateos,calle,licenciado benito juarez,,,,,barrio,centro,,,,mexico                      ,tepotzotlan,tepotzotlan,0208,5558760835,hotelposadasanjose02@gmail.com,,fijo,2014-12,6420446,721111,13.0,,54600.0,15,95,1,5,19.71278797,-99.22360045
hotel posada sierra nevada sa de cv,hotel posada sierra nevada sa de cv,hoteles con otros servicios integrados,31 a 50 personas,boulevard,manuel avila camacho (autopista mexico-queretaro),avenida,primero de mayo,calle,mariano escobedo,calle,via gustavo baz,,,,,colonia,industrial tlalnepantla,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,1870,015553901947,arfiga_06@yahoo.com.mx,,fijo,2010-07,6353724,721111,3043.0,,54030.0,15,104,1,28,19.54207321,-99.21300455
hotel posada sol y luna,posada sol y luna sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,avenida jimenez cantu,privada,ninguno,carretera,piramides,carretera,piramides,,,,sn,colonia,barrio de purificacion,,,,mexico                      ,teotihuacan,teotihuacan de arista,0206,5949562374,hotelposadasolyluna@yahoo.com.mx,,fijo,2010-07,6265719,721111,13.0,,55812.0,15,92,1,17,19.69138221,-98.8627381
hotel posada teotihuacan,,hoteles sin otros servicios integrados,0 a 5 personas,calle,canteroco,calle,ignacio aldama,privada,piramides,calle,abasolo,,,,,colonia,san juan teotihuacan,,,,mexico                      ,teotihuacan,teotihuacan de arista,0206,,,,fijo,2010-07,6348756,721112,5.0,,55800.0,15,92,1,2,19.68559962,-98.8647171
hotel primavera,,hoteles sin otros servicios integrados,0 a 5 personas,calle,avenida primavera,calle,adolfo lopez mateos,calle,avenida tuxpan,,ninguno,sn,,,,colonia,san martin de las piramides,,,,mexico                      ,san martin de las piramides,san martin de las piramides,0154,,,,fijo,2010-07,6265426,721112,8.0,,55850.0,15,75,1,12,19.70583615,-98.83923034
hotel principal,,hoteles sin otros servicios integrados,0 a 5 personas,calle,eva samano de lopez mateos,calle,licenciado benito juarez,calle,plaza guadalupe,calle,adolfo lopez mateos,,,,,barrio,san martin,,,,mexico                      ,tepotzotlan,tepotzotlan,0246,,,,fijo,2010-07,6266526,721112,7.0,,54600.0,15,95,1,3,19.71493231,-99.22362015
hotel puerta del sol,inmobiliaria corcores sa de cv,hoteles con otros servicios integrados,6 a 10 personas,avenida,alfredo del mazo,calle,salvador alvarado,privada,alfredo del mazo,calle,salvador alvarado,,,,,colonia,la magdalena,,,,mexico                      ,toluca,santa cruz atzcapotzaltongo,4047,7222151411,hotelpuertadelsol@gmail.com,,fijo,2010-07,6355650,721111,1422.0,,50030.0,15,106,87,14,19.31400168,-99.63963408
hotel puerto angel,callari sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,adolfo lopez mateos,avenida,glorieta colon,calle,glorieta fuentes,calle,cerrada capuchinas,,,,,colonia,evolucion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0933,5547787193,a-dg@g-real.net,,fijo,2014-12,6349071,721112,342.0,,57700.0,15,58,1,18,19.40231744,-99.02768997
hotel puerto escondido,,hoteles con otros servicios integrados,0 a 5 personas,calle,calle del caballito,calle,indio triste,avenida,texcoco,calle,monumento a la revolucion,,,,,colonia,metropolitana 2a seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1240,,oficina41@gmail.com,,fijo,2010-07,6349666,721111,51.0,,57740.0,15,58,1,15,19.39163176,-99.0327827
hotel puesta del sol,garcia al cuadrado sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,santa maria,calle,emanuel p. archundia,calle,5 de mayo,calle,calle de manuel,,,,,colonia,santa maria ahuacatlan,,,119,mexico                      ,valle de bravo,valle de bravo,0070,7262622472,toluzap@yahoo.com.mx,www.puestadelsolhotel.com,fijo,2010-07,6355663,721111,119.0,,51200.0,15,110,1,17,19.18922748,-100.12870055
hotel punta del valle,hotel punta del valle sa de cv,hoteles con otros servicios integrados,0 a 5 personas,avenida,avenida de los reyes,calle,12,calle,11,calle,atlacomulco,sn,,,sn,colonia,valle de los reyes,,,,mexico                      ,la paz,los reyes acaquilpan,011a,5558554206,hotelpuntadelvalle@hotmail.com,,fijo,2014-12,2351768,721111,,,56430.0,15,70,1,17,19.37198799,-98.97152864
hotel punta diamante,,hoteles sin otros servicios integrados,6 a 10 personas,,vallde de bravo san gaspar,,ninguno,,ninguno,,ninguno,,,,,colonia,el arco,,,,mexico                      ,valle de bravo,el arco,0140,,,,fijo,2014-12,6266414,721112,3.0,,51200.0,15,110,97,1,19.22780003,-100.13162001
hotel quinta carmelita,,hoteles sin otros servicios integrados,0 a 5 personas,calle,san miguel,calle,guadalajara,calle,constitucion,carretera,mexico-queretaro,sn,,,,barrio,santiago,,,,mexico                      ,coyotepec,coyotepec,0158,,,,fijo,2010-07,2235848,721112,,,54660.0,15,23,1,18,19.7766355,-99.21656215
hotel quinta del valle,,hoteles sin otros servicios integrados,6 a 10 personas,calle,norte 13,calle,alfredo del mazo,calle,oriente 1,calle,norte 14,,,,,colonia,santa cruz,,,,mexico                      ,valle de chalco solidaridad,xico,032a,,,,fijo,2010-07,6265584,721112,13.0,,56617.0,15,122,1,10,19.29362248,-98.93976422
hotel quinta don ramon,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,tenancingo zumpahuacan,carretera,espinos,calle,la lagunilla,calle,espinos,sn,,,,colonia,la lagunilla,,,,mexico                      ,tenancingo,la lagunilla,0148,,,,fijo,2010-07,6266400,721112,,,52435.0,15,88,44,2,18.92847226,-99.61608123
hotel quinta don ramon,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,san nicolas-santa teresita,,ninguno,,ninguno,,ninguno,sn,,,,barrio,santa teresita,,,,mexico                      ,tenancingo,convento del santo desierto del carmen,0148,,,,fijo,2010-07,6266406,721112,,,52436.0,15,88,41,800,18.93463,-99.57353
hotel quinta san carlos,,hoteles sin otros servicios integrados,0 a 5 personas,calle,a toluca,calle,ignacio allende,carretera,mariano matamoros,calle,bruno delgado,,,,,colonia,10 de agosto,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0055,,,,fijo,2010-07,6355799,721112,1111.0,,51900.0,15,40,1,17,18.83956822,-99.67680146
hotel quinta ventura,,hoteles sin otros servicios integrados,6 a 10 personas,,ninguno,,camino real,,ninguno,,ninguno,,,,,,salitre,,,,mexico                      ,ixtapan de la sal,el salitre,006a,,,,fijo,2014-12,6266397,721112,1.0,,51900.0,15,40,13,22,18.81820376,-99.66444787
hotel quinto sol famcaster,hotel famcaster sa de cv,hoteles con otros servicios integrados,0 a 5 personas,prolongacion,licenciado leon guzman oriente,calle,rastro,privada,miguel hidalgo norte,calle,miguel hidalgo oriente,,,,,colonia,centro,,,,mexico                      ,tenango del valle,tenango de arista,0199,7171443085,famcaster@yahoo.com.mx,,fijo,2010-07,6355496,721111,418.0,,52300.0,15,90,1,9,19.10563682,-99.58424167
hotel rancho las margaritas,,hoteles sin otros servicios integrados,0 a 5 personas,calle,miguel hidalgo,,ninguno,,ninguno,,ninguno,sn,,,,rinconada,los reyes,,,,mexico                      ,jocotitlan,los reyes,0320,,,,fijo,2014-12,2465015,721112,,,50727.0,15,48,8,12,19.67642877,-99.7723181
hotel real de calacoaya,autohotel de calacoaya sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,principal,calle,camino real,calle,la cruz,calle,leopoldo sosa,,,,,colonia,morelos,,,,mexico                      ,atizapan de zaragoza,ciudad lopez mateos,0912,015553612560,realdelcamino.hotel@gmail.com,,fijo,2010-07,6349184,721111,101.0,,52999.0,15,13,1,4,19.53188298,-99.24586927
hotel real de cantera,,hoteles sin otros servicios integrados,0 a 5 personas,calle,filiberto gomez,,ninguno,calle,guadalupe victoria,calle,centenario himno nacional norte,,,,,barrio,senor de los milagros,,,,mexico                      ,melchor ocampo,melchor ocampo,0053,,,,fijo,2010-07,6265914,721112,68.0,,54880.0,15,53,1,17,19.70936954,-99.14303784
hotel real de el oro,hotel real de el oro,hoteles sin otros servicios integrados,0 a 5 personas,calle,libramiento,boulevard,jacinto salinas,boulevard,jacinto salinas,calle,iturbide,sn,,,,colonia,aquiles serdan,,,,mexico                      ,el oro,el oro de hidalgo,0095,,,,fijo,2010-07,6438250,721112,,,50600.0,15,64,1,37,19.80747551,-100.1275141
hotel real de san pedro,h0tel real de san pedro,hoteles con otros servicios integrados,0 a 5 personas,avenida,reforma,calle,ninguno,calle,ninguno,calle,2 de abril,sn,,,,localidad,san pedro arriba,,,,mexico                      ,temoaya,san pedro arriba,016a,7192653038,,,fijo,2010-07,6266470,721111,,,50850.0,15,87,30,22,19.49334008,-99.55827209
hotel real de temoaya,,hoteles con otros servicios integrados,6 a 10 personas,privada,aquiles serdan,calle,valentin gomez farias,calle,nezahualcoyotl,calle,valentin gomez farias,sn,,,,colonia,temoaya centro,,,,mexico                      ,temoaya,temoaya,0070,7192651564,nogoju22@hotmail.com,,fijo,2014-12,2444117,721111,,,50850.0,15,87,1,15,19.46782332,-99.59193393
hotel real de zacualpan,,hoteles sin otros servicios integrados,0 a 5 personas,calle,guerrero,calle,huamuchil,,ninguno,calle,chacopinga,,,,,colonia,centro,,,,mexico                      ,zacualpan,zacualpan,0103,,,,fijo,2010-07,6266663,721112,12.0,,51800.0,15,117,1,12,18.71859985,-99.7761635
hotel real del centro,,hoteles con otros servicios integrados,0 a 5 personas,calle,federico gomez,calle,jose maria morelos y pavon,calle,primera federico gomez,calle,zaragoza,sn,,,sn,barrio,santiago segunda seccion,,,,mexico                      ,zumpango,zumpango de ocampo,0058,015919173055,,,fijo,2010-07,6349219,721111,,,55603.0,15,120,1,58,19.79906998,-99.09939517
hotel real del nevado,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,las torres,avenida,guerreol,calle,la joya,calle,morelos,sn,,,,barrio,las torres,,,,mexico                      ,calimaya,calimaya de diaz gonzalez,0124,,,,fijo,2014-12,2491213,721112,,,52200.0,15,18,1,38,19.16306286,-99.61216822
hotel real del sur toluca,branding h.v. sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,baja velocidad,privada,paseo tollocan,privada,tollocan,calle,5 de febrero,,,,,colonia,san jeronimo chicahualco,,,,mexico                      ,metepec,san jeronimo chicahualco,0972,7222117007,randingfractura@hotmail.com,,fijo,2010-07,6355686,721111,446.0,,52170.0,15,54,37,2,19.28640823,-99.57973602
hotel real hacienda,opertel sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,ceylan,calle,autopista mexico-queretaro,calle,emiliano zapata,carretera,autopista mexico-queretaro,,0,planta baja,,colonia,tequexquinahuac,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0088,015553106934,reservaciones.tlalne@hotelrealhacienda.com,,fijo,2010-07,6354833,721111,9.0,,54020.0,15,104,1,10,19.56397324,-99.20468494
hotel real jilo,,hoteles con otros servicios integrados,0 a 5 personas,calle,vicente guerrero oriente,calle,matamoros,calle,hermenegildo galeana,avenida,reforma oriente,,,,,colonia,centro,,,,mexico                      ,jilotepec,jilotepec de molina enriquez,0386,7617340347,hotelrealjilo@hotmail.com,,fijo,2010-07,6266118,721111,154.0,,54240.0,15,45,1,5,19.95399706,-99.5305236
hotel real san felipe,hotel real san felipe sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,camino a s. felipe tlalmimilolpan,calle,quetzal,calle,las palomas,,ninguno,,,,,colonia,san felipe tlalmimilolpan,,,,mexico                      ,toluca,san felipe tlalmimilolpan,4808,,,,fijo,2010-07,6354942,721112,258.0,,50250.0,15,106,70,4,19.24684803,-99.6413188
hotel real san javier,hotel real san javier sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,toluca-tenango,calle,paseo san isidro,calle,del canal,calle,melchor ocampo,sn,,,,barrio,del espiritu santo,,,,mexico                      ,metepec,metepec,0332,,,,fijo,2010-07,6266539,721112,,,50140.0,15,54,1,10,19.25130475,-99.61402197
hotel real verde san angel sa de cv,hotel real verde san angel sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,boulevard,isidro fabela,boulevard,wenceslao labra,calle,alfredo zarate albarran,calle,alfredo zarate albarran,,,,,colonia,valle verde,,,,mexico                      ,toluca,toluca de lerdo,2426,,,,fijo,2016-01,6725708,721112,602.0,,50190.0,15,106,1,15,19.27410982,-99.64148912
hotel resorts lions,"motel resorts lions, s.a. de c.v.",hoteles sin otros servicios integrados,11 a 30 personas,avenida,pipila,calle,joaquin ocon,calle,terraplen,avenida,acapol,sn,,,,colonia,catarina yecahuitzot,,,,mexico                      ,valle de chalco solidaridad,xico,0955,015516430746,,,fijo,2016-01,6729915,721112,,,,15,122,1,1,19.31132229,-98.95760302
hotel restaurant bar daniels,,hoteles con otros servicios integrados,0 a 5 personas,avenida,16 de septiembre,privada,16 de septiembre,calle,mariano abasolo,privada,privada16 de septiembre,,,,,barrio,de santa maria,,,,mexico                      ,zinacantepec,san miguel zinacantepec,0083,7222180926,ernescega@hotmail.com,,fijo,2010-07,6357053,721111,509.0,,51350.0,15,118,1,29,19.27846838,-99.73695526
hotel restaurant bar la paloma,,hoteles con otros servicios integrados,0 a 5 personas,boulevard,narciso bassols (carretera tenango-toluca),prolongacion,matamoros,calle,octavio paz,calle,ninguno,,,,,colonia,la soya,,,,mexico                      ,tenango del valle,tenango de arista,0146,7171441960,nuerayasociads100@gmail.com,,fijo,2010-07,6357074,721111,350.0,,52300.0,15,90,1,18,19.11060169,-99.5874329
hotel restaurante los alcatraces,,hoteles con otros servicios integrados,0 a 5 personas,calle,josefa ortiz de dominguez,calle,licenciado primo verdad,calle,jesus cardoso,calle,josefa ortiz de dominguez,,,,,barrio,san juan,,,,mexico                      ,jocotitlan,ciudad de jocotitlan,0354,7121133630,,,fijo,2010-07,6355787,721111,215.0,,50700.0,15,48,1,21,19.71113779,-99.78887946
hotel restaurante paradise malinalco,,hoteles con otros servicios integrados,0 a 5 personas,calle,toluca-chalma,calle,ninguno,privada,ninguno,calle,ninguno,,,,,barrio,san juan sur,,,,mexico                      ,malinalco,malinalco,008a,7141470421,paradise-malinalco@hotmail.com,www.hotelparadisemalinalco.com,fijo,2016-01,6507448,721111,39.0,,52440.0,15,52,1,32,18.93893489,-99.48985279
hotel rex,consorcio de hoteles rex de toluca sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,mariano matamoros,calle,miguel hidalgo,avenida,jose maria morelos y pavon,calle,ignacio allende,,,,,colonia,centro,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6356064,721112,101.0,,50000.0,15,106,1,9,19.29004432,-99.65641014
hotel rey,,hoteles sin otros servicios integrados,0 a 5 personas,calle,benito juarez,calle,pensador mexicano,calle,nicolas bravo,avenida,guerrero,,,,,colonia,centro,,,,mexico                      ,ozumba,ozumba de alzate,015a,,,,fijo,2010-07,6265669,721112,7.0,,56800.0,15,68,1,19,19.03826671,-98.79651928
hotel rey poeta,inmobiliaria cendon sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,adolfo lopez mateos,avenida,bordo de xochiaca,avenida,bordo de xochiaca,calle,calle del caballito,,,,sn,colonia,metropolitana segunda seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1240,5557924788,hotelmotelreypoeta@gmail.com,,fijo,2010-07,6349667,721111,7.0,,57740.0,15,58,1,16,19.39037359,-99.03419399
hotel reyes,,hoteles con otros servicios integrados,6 a 10 personas,carretera,carretera toluca zitacuaro km.46,calle,ninguno,calle,ninguno,otro (especifique),ninguno,sn,,,,rinconada,jesus maria,,,,mexico                      ,villa victoria,jesus maria,0192,7262515083,hotelvillalosreyes@gmail.com,,fijo,2016-01,6507434,721111,,,50963.0,15,114,10,3,19.41773807,-99.9957115
hotel rid'z,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,miguel hidalgo,avenida,mariano escobedo,calle,leona vicario,avenida,5 de mayo,,,,,colonia,centro capulhuac de mirafuentes,,,,mexico                      ,capulhuac,capulhuac de mirafuentes,0070,,,,fijo,2010-07,6266843,721112,415.0,,52700.0,15,19,1,12,19.1962284,-99.46462242
hotel rim,,hoteles sin otros servicios integrados,0 a 5 personas,calle,andador vicente guerrero,calle,guadalupe victoria,calle,nicolas bravo,calle,hermenegildo galeana,,,,,colonia,centro,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0110,,,,fijo,2010-07,6355725,721112,7.0,,51400.0,15,82,1,5,18.90488302,-100.15324402
hotel rincon del valle,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,hidalgo,,ninguno,calle,de la y,calle,abasolo,sn,,,,colonia,guadalupe victoria,,,,mexico                      ,otzolotepec,colonia guadalupe victoria,0218,,,,fijo,2010-07,6266657,721112,,,52080.0,15,67,5,15,19.38871359,-99.57763701
hotel rio bravo,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,rio bravo,avenida,rio candelaria,calle,rio moctezuma,calle,rio mezcalapa,manzana 66 lote 22,,,,colonia,el salado,,,,mexico                      ,la paz,la magdalena atlicpac,0942,,,,fijo,2014-12,2352837,721112,81.0,,56524.0,15,70,5,1,19.36900143,-98.95730833
hotel rioja,,hoteles sin otros servicios integrados,0 a 5 personas,calle,nicolas bravo,calle,jose maria morelos,calle,nigromante,calle,5 de mayo,,,,,colonia,centro,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0110,,,,fijo,2010-07,6355723,721112,3.0,,51400.0,15,82,1,6,18.9063201,-100.15391738
hotel river,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,miguel hidalgo,avenida,15 de septiembre,calle,ninos heroes,privada,guadalupe victoria,sn,,,,colonia,benito juarez 1ra seccion,,,,mexico                      ,nicolas romero,ciudad nicolas romero,0537,,,,fijo,2010-07,6355302,721112,,,54404.0,15,60,1,5,19.62209849,-99.31543994
